Screen_Taps,Notifications_Clicked,Hour_of_Day,Total_Sessions_Today,hour,day_of_week,is_weekend,Rolling_Avg_Duration,User_Avg_Duration,User_Total_Duration,User_Session_Count,App_Popularity_Rank,Duration_Per_Session,User_ID_Encoded,App_Name_Encoded,Day_of_Week_Encoded,Previous_App_Used_Encoded,Log_Duration
156,2,14,1,14,4,0,5.65,9.072999999999999,90.72999999999999,10,1.0,2.825,6,4,0,2,1.8946168546677629
136,4,20,1,20,4,0,18.34,15.448,231.72,15,3.0,9.17,47,6,0,2,2.9621754900251482
138,3,6,1,6,5,1,3.78,9.894,98.94,10,1.0,1.89,191,4,2,2,1.5644405465033644
101,3,10,1,10,3,0,8.53,5.214,26.07,5,7.0,4.265,163,5,4,2,2.2544447176661104
252,4,3,1,3,4,0,3.81,11.925263157894737,226.57999999999998,19,4.0,1.905,75,2,0,2,1.57069708411767
129,4,13,2,13,2,0,2.8099999999999996,11.438571428571427,160.14,14,2.0,1.1199999999999999,119,0,6,4,1.4724720573609429
285,2,5,1,5,6,1,7.03,10.64,180.88,17,2.0,3.515,162,0,3,2,2.0831845279586703
30,4,1,1,1,6,1,5.03,8.727272727272727,96.0,11,5.0,2.515,1,7,3,2,1.796747010739094
165,0,12,2,12,5,1,1.8650000000000002,5.795714285714285,40.57,7,2.0,0.43333333333333335,173,0,2,8,0.8329091229351039
89,1,8,1,8,4,0,0.12,7.246666666666667,86.96000000000001,12,1.0,0.06,59,3,0,2,0.11332868530700327
95,2,11,1,11,0,0,12.53,14.256,71.28,5,7.0,6.265,18,5,1,2,2.6049094421826964
98,1,6,1,6,5,1,6.17,11.947777777777778,107.53,9,7.0,3.085,83,5,2,2,1.969905654611529
112,4,9,1,9,5,1,1.23,10.055,120.66,12,3.0,0.615,154,6,2,2,0.8020015854720274
222,5,15,1,15,2,0,0.39,9.9625,119.55,12,4.0,0.195,96,2,6,2,0.3293037471426004
152,2,13,1,13,5,1,17.03,6.748333333333334,40.49,6,1.0,8.515,105,3,2,2,2.8920370372152258
287,5,3,1,3,5,1,26.94,7.898999999999999,78.99,10,7.0,13.47,180,5,2,2,3.3300593538288155
220,4,13,1,13,4,0,2.06,7.075454545454545,77.83,11,1.0,1.03,52,4,0,2,1.1184149159642893
169,5,12,1,12,2,0,9.21,10.286666666666667,123.44,12,2.0,4.605,178,0,6,2,2.3233676321765744
217,0,0,1,0,0,0,37.25,15.09375,120.75,8,6.0,18.625,11,1,1,2,3.644143560272545
214,5,4,1,4,5,1,6.79,9.825714285714286,68.78,7,1.0,3.395,7,4,2,2,2.052840859882657
199,4,8,1,8,0,0,7.29,8.928461538461539,116.07000000000001,13,1.0,3.645,69,3,1,2,2.1150499691472033
107,4,16,1,16,6,1,5.94,5.525714285714286,38.68,7,1.0,2.97,9,4,3,2,1.937301774518713
273,5,18,1,18,2,0,10.01,10.440833333333334,125.29,12,6.0,5.005,10,1,6,2,2.3988039507345884
86,1,2,1,2,6,1,0.72,2.8833333333333337,25.950000000000003,9,7.0,0.36,161,5,3,2,0.5423242908253616
296,4,16,1,16,0,0,10.41,8.568823529411766,145.67000000000002,17,7.0,5.205,135,5,1,2,2.434490163873984
124,3,15,1,15,4,0,2.36,10.6175,169.88,16,5.0,1.18,189,7,0,2,1.2119409739751128
103,5,19,1,19,3,0,6.91,10.651111111111112,95.86,9,6.0,3.455,36,1,4,2,2.0681277817795625
176,2,0,1,0,0,0,19.58,9.9025,118.83,12,1.0,9.79,61,4,1,2,3.0243197304059035
234,3,7,1,7,1,0,18.84,10.260909090909092,112.87,11,2.0,9.42,124,0,5,2,2.987700101856727
173,5,10,1,10,1,0,7.48,9.571428571428571,67.0,7,2.0,3.74,115,0,5,2,2.1377104498038118
217,4,20,2,20,6,1,8.42,9.9625,119.55,12,1.0,5.483333333333333,96,4,3,3,2.859339648648436
168,0,22,2,22,0,0,9.215,8.762857142857143,122.68,14,4.0,0.21666666666666667,187,2,1,8,0.5007752879124892
166,0,7,3,7,5,1,6.48,9.9625,119.55,12,7.0,0.65,96,5,2,5,1.2809338454620642
142,4,11,1,11,4,0,1.65,5.142857142857143,36.0,7,3.0,0.825,62,6,0,2,0.9745596399981308
173,4,18,1,18,4,0,3.71,5.8525,46.82,8,1.0,1.855,126,3,0,2,1.5496879080283263
287,5,15,1,15,2,0,3.91,4.742857142857143,33.2,7,6.0,1.955,149,1,6,2,1.5912739418064292
140,1,3,2,3,3,0,6.27,10.64,180.88,17,3.0,1.8366666666666667,162,6,4,0,1.8733394562204777
127,4,18,1,18,5,1,8.94,8.915000000000001,89.15,10,7.0,4.47,46,5,2,2,2.2965670206684825
269,0,9,1,9,3,0,11.09,12.242142857142857,171.39000000000001,14,5.0,5.545,160,7,4,2,2.492378664626701
238,4,3,2,3,5,1,19.17,8.928461538461539,116.07000000000001,13,3.0,10.35,69,6,2,4,3.467297183366679
80,0,10,1,10,0,0,1.62,10.7,160.5,15,4.0,0.81,133,2,1,2,0.9631743177730054
77,5,23,2,23,2,0,4.205,11.947777777777778,107.53,9,5.0,0.7466666666666667,83,7,6,6,1.1755733298042381
96,4,19,1,19,6,1,0.53,9.256,92.56,10,1.0,0.265,4,4,3,2,0.4252677354043441
299,3,9,1,9,0,0,9.41,11.381111111111112,102.43,9,1.0,4.705,44,4,1,2,2.3427668826268775
104,5,2,1,2,1,0,18.45,10.960769230769232,142.49,13,5.0,9.225,99,7,5,2,2.967847070064455
14,1,10,3,10,3,0,9.323333333333332,11.438571428571427,160.14,14,6.0,5.5875,119,1,4,0,3.150596984114906
275,4,17,1,17,6,1,30.2,21.400000000000002,149.8,7,1.0,15.1,194,3,3,2,3.4404180948154366
267,4,16,1,16,3,0,0.06,9.68,87.12,9,1.0,0.03,144,4,4,2,0.05826890812397583
148,2,16,2,16,0,0,21.560000000000002,10.260909090909092,112.87,11,7.0,8.093333333333334,124,5,1,0,3.2300135692786567
118,3,4,2,4,6,1,6.45,10.286666666666667,123.44,12,1.0,1.23,178,3,3,0,1.5454325824581878
115,1,6,1,6,6,1,27.98,14.847,148.47,10,7.0,13.99,35,5,3,2,3.3666059368925363
271,3,16,2,16,1,0,14.775,11.381111111111112,102.43,9,6.0,6.713333333333334,44,1,5,5,3.0511669804420913
236,0,9,1,9,6,1,43.69,12.940666666666665,194.10999999999999,15,4.0,21.845,199,2,3,2,3.79974976294536
35,2,15,1,15,0,0,0.18,11.259,112.59,10,3.0,0.09,64,6,1,2,0.16551443847757333
247,3,3,2,3,0,0,3.425,4.742857142857143,33.2,7,4.0,0.98,149,2,1,1,1.3711807233098423
243,2,21,1,21,5,1,1.3,10.591666666666667,127.10000000000001,12,4.0,0.65,107,2,2,2,0.8329091229351039
151,2,23,2,23,6,1,12.435,15.448,231.72,15,5.0,2.1766666666666667,47,7,3,7,2.018895041811802
42,3,5,1,5,2,0,13.45,7.475999999999999,74.75999999999999,10,3.0,6.725,186,6,6,2,2.670694414558441
20,0,18,1,18,3,0,20.49,12.600999999999999,126.00999999999999,10,3.0,10.245,185,6,4,2,3.067587710654419
68,2,10,1,10,5,1,0.42,13.901111111111112,125.11,9,6.0,0.21,15,1,2,2,0.3506568716131693
97,5,15,2,15,3,0,4.1,5.142857142857143,36.0,7,5.0,2.183333333333333,62,7,4,7,2.0215475632609334
71,4,18,2,18,0,0,13.94,10.055,120.66,12,5.0,8.883333333333333,154,7,1,7,3.3196257279683437
172,2,4,1,4,0,0,11.74,13.68,123.12,9,3.0,5.87,136,6,1,2,2.5447466501440172
101,0,8,2,8,6,1,0.875,9.256,92.56,10,3.0,0.4066666666666667,4,6,3,5,0.797507195884188
26,2,23,1,23,0,0,1.59,4.602222222222222,41.42,9,1.0,0.795,145,4,1,2,0.9516578757114462
47,0,11,1,11,1,0,4.04,6.578947368421052,125.0,19,5.0,2.02,166,7,5,2,1.6174060820832772
253,3,1,2,1,1,0,7.68,7.475999999999999,74.75999999999999,10,1.0,0.6366666666666666,186,4,5,7,1.0681530811834012
44,1,21,1,21,6,1,13.39,10.745000000000001,150.43,14,1.0,6.695,174,4,3,2,2.6665335208992764
83,2,18,1,18,4,0,19.9,17.211666666666666,206.54,12,6.0,9.95,28,1,0,2,3.039749158970765
67,3,14,1,14,4,0,10.81,8.382,41.91,5,4.0,5.405,92,2,0,2,2.468946630209271
24,5,17,3,17,4,0,8.959999999999999,10.64,180.88,17,3.0,3.585,162,6,0,7,2.73046379593911
39,2,0,1,0,2,0,8.34,8.904444444444444,80.14,9,5.0,4.17,78,7,6,2,2.234306252240751
188,5,14,2,14,3,0,10.49,12.242142857142857,171.39000000000001,14,7.0,3.296666666666667,160,5,4,8,2.387844936944869
15,0,2,1,2,5,1,9.29,8.112857142857143,56.79,7,1.0,4.645,5,4,2,2,2.331172549845958
108,0,6,2,6,2,0,9.695,10.591666666666667,127.10000000000001,12,6.0,6.03,107,1,6,3,2.949164637737656
57,2,1,1,1,2,0,0.78,10.922857142857143,152.92000000000002,14,1.0,0.39,113,4,6,2,0.5766133643039938
191,0,16,1,16,1,0,4.12,7.1054545454545455,78.16,11,1.0,2.06,63,3,5,2,1.6331544390514163
187,2,18,1,18,1,0,1.18,7.663333333333333,137.94,18,1.0,0.59,130,3,5,2,0.7793248768009975
15,4,7,1,7,5,1,2.67,6.457142857142857,45.2,7,1.0,1.335,38,4,2,2,1.3001916620664788
163,5,15,1,15,4,0,29.07,10.318333333333333,123.82000000000001,12,5.0,14.535,94,7,0,2,3.4035279970004377
199,2,0,1,0,6,1,17.47,15.895999999999997,79.47999999999999,5,3.0,8.735,39,6,3,2,2.9161477942111484
294,4,8,1,8,1,0,2.51,10.024545454545455,110.27000000000001,11,5.0,1.255,195,7,5,2,1.2556160374777743
148,5,8,1,8,2,0,15.13,13.8275,221.24,16,5.0,7.565,109,7,6,2,2.7806808921371178
228,4,0,1,0,3,0,4.97,9.925999999999998,99.25999999999999,10,4.0,2.485,181,2,4,2,1.7867469274045107
71,4,22,1,22,5,1,8.06,12.152499999999998,145.82999999999998,12,6.0,4.03,137,1,2,2,2.203869120054888
243,1,3,1,3,1,0,20.31,10.741428571428571,75.19,7,6.0,10.155,2,1,5,2,3.0591764461105257
171,4,12,1,12,6,1,31.89,13.496666666666668,80.98,6,5.0,15.945,68,7,3,2,3.4931686602009657
14,0,2,1,2,4,0,0.31,10.692857142857141,149.7,14,4.0,0.155,37,2,0,2,0.2700271372130602
162,5,8,2,8,3,0,16.825,9.9025,118.83,12,2.0,4.69,61,0,4,5,2.712706012638404
258,4,12,2,12,6,1,5.87,7.1054545454545455,78.16,11,5.0,2.54,63,7,3,4,2.154085084675602
186,1,15,1,15,4,0,22.56,10.761111111111111,96.85,9,7.0,11.28,85,5,0,2,3.159550358783386
189,5,11,2,11,2,0,9.86,8.727272727272727,96.0,11,2.0,4.8966666666666665,1,0,6,8,2.753023566744941
147,2,21,1,21,0,0,2.57,14.2625,114.1,8,1.0,1.285,21,4,1,2,1.2725655957915476
296,0,13,1,13,6,1,1.87,11.667,116.67,10,2.0,0.935,150,0,3,2,1.0543120297715298
92,4,20,2,20,6,1,3.3049999999999997,10.692857142857141,149.7,14,7.0,2.1,37,5,3,3,1.9878743481543453
40,1,16,1,16,3,0,22.48,11.245000000000001,157.43,14,1.0,11.24,86,4,4,2,3.1561489949598958
41,5,0,2,0,0,0,3.035,11.925263157894737,226.57999999999998,19,1.0,0.7533333333333333,75,4,1,3,1.1817271953786161
196,5,8,4,8,5,1,7.866666666666667,9.9625,119.55,12,6.0,0.9099999999999999,96,1,2,6,1.713797927758343
36,1,6,1,6,6,1,33.22,10.904666666666666,163.57,15,1.0,16.61,16,3,3,2,3.5328102684640474
209,5,8,1,8,6,1,4.55,10.303333333333335,154.55,15,1.0,2.275,42,3,3,2,1.713797927758343
209,5,18,2,18,6,1,0.97,9.616363636363637,105.78,11,1.0,0.20333333333333334,116,4,3,6,0.47623417899637155
202,1,14,2,14,0,0,11.845,7.7139999999999995,115.71,15,4.0,5.6066666666666665,159,2,1,4,2.8803214220426634
117,2,11,2,11,4,0,12.465,10.440833333333334,125.29,12,6.0,4.973333333333334,10,1,0,1,2.7675761804162367
84,2,8,2,8,4,0,18.94,14.847,148.47,10,4.0,3.3000000000000003,35,2,0,6,2.388762789235098
138,4,8,3,8,5,1,14.62,10.260909090909092,112.87,11,1.0,0.185,124,4,2,6,0.5538851132264376
241,5,9,1,9,5,1,0.26,8.77375,70.19,8,1.0,0.13,165,4,2,2,0.2311117209633866
144,1,17,1,17,0,0,0.94,8.806666666666667,79.26,9,3.0,0.47,101,6,1,2,0.6626879730752367
263,3,20,3,20,4,0,11.743333333333334,10.440833333333334,125.29,12,4.0,2.575,10,2,0,1,2.424802725718295
87,5,10,5,10,1,0,7.1000000000000005,9.9625,119.55,12,1.0,2.3583333333333334,96,3,5,1,2.718000531955378
46,2,14,1,14,0,0,34.31,8.917,89.17,10,1.0,17.155,81,3,1,2,3.564166209940295
273,1,15,2,15,5,1,14.805,7.436,74.36,10,1.0,7.63,179,4,2,5,3.173459961337718
186,4,9,1,9,5,1,12.13,13.824285714285717,96.77000000000001,7,2.0,6.065,104,0,2,2,2.5748996883147046
169,2,17,1,17,5,1,4.02,4.147142857142858,29.03,7,1.0,2.01,40,4,2,2,1.6134299337036377
23,0,15,1,15,1,0,10.91,15.995384615384616,207.94,13,3.0,5.455,74,6,5,2,2.4773783833672085
240,3,14,1,14,6,1,14.02,11.2075,44.83,4,1.0,7.01,129,4,3,2,2.7093826463359885
32,3,15,2,15,5,1,1.195,10.7,160.5,15,1.0,0.25666666666666665,133,4,2,3,0.5709795465857378
272,1,4,1,4,0,0,6.75,9.955714285714285,69.69,7,6.0,3.375,182,1,1,2,2.0476928433652555
13,2,4,2,4,2,0,7.715,9.571428571428571,67.0,7,4.0,2.65,115,2,6,0,2.191653532286764
236,3,10,2,10,6,1,1.9300000000000002,7.075454545454545,77.83,11,1.0,0.6,52,3,3,5,1.0296194171811581
88,2,8,1,8,2,0,5.81,8.812857142857142,61.69,7,5.0,2.905,155,7,6,2,1.918392120161421
168,2,22,2,22,2,0,29.805,9.026666666666666,81.24,9,3.0,6.616666666666667,172,6,6,3,3.03735394824481
216,0,3,1,3,0,0,9.89,12.515,150.18,12,1.0,4.945,22,4,1,2,2.387844936944869
118,5,7,1,7,0,0,3.93,6.296,31.48,5,7.0,1.965,114,5,1,2,1.5953389880545985
222,4,5,2,5,2,0,10.2,17.211666666666666,206.54,12,3.0,0.16666666666666666,28,6,6,1,0.4054651081081644
17,0,0,1,0,1,0,44.79,14.809999999999999,74.05,5,5.0,22.395,77,7,5,2,3.824065726669004
268,5,16,3,16,1,0,3.0133333333333336,5.142857142857143,36.0,7,7.0,0.21,62,5,5,8,0.6097655716208942
175,3,2,3,2,2,0,8.43,7.1054545454545455,78.16,11,4.0,3.3875,63,2,6,8,2.6775909936175015
185,4,13,2,13,2,0,1.1300000000000001,11.259,112.59,10,1.0,0.6933333333333334,64,3,6,7,1.1249295969854831
298,0,23,1,23,3,0,13.66,6.029333333333333,90.44,15,1.0,6.83,0,3,4,2,2.6851226964585053
72,5,11,2,11,3,0,21.505000000000003,10.08357142857143,141.17000000000002,14,6.0,5.973333333333334,12,1,4,3,2.940219563623732
36,5,3,2,3,3,0,2.2800000000000002,7.246666666666667,86.96000000000001,12,4.0,1.4800000000000002,59,2,4,4,1.6937790608678513
118,4,17,4,17,0,0,8.959999999999999,7.1054545454545455,78.16,11,5.0,1.142,63,7,1,3,1.9035989509835902
45,4,4,1,4,2,0,1.38,7.391666666666666,88.69999999999999,12,1.0,0.69,120,4,6,2,0.8671004876833832
275,5,12,2,12,4,0,3.445,9.955714285714285,69.69,7,5.0,0.04666666666666667,182,7,0,1,0.1310282624064042
13,3,18,1,18,4,0,8.98,10.736666666666666,96.63,9,6.0,4.49,55,1,0,2,2.3005830903233724
83,3,15,2,15,3,0,31.9,12.940666666666665,194.10999999999999,15,3.0,6.703333333333333,199,6,4,3,3.0497468618602293
88,5,15,1,15,3,0,39.44,15.317272727272725,168.48999999999998,11,2.0,19.72,156,0,4,2,3.6998193941522706
92,1,11,1,11,2,0,6.01,8.591249999999999,68.72999999999999,8,2.0,3.005,106,0,6,2,1.9473377010464987
275,2,19,5,19,5,1,6.6866666666666665,7.1054545454545455,78.16,11,1.0,0.13333333333333333,63,4,2,8,0.5877866649021191
97,3,10,3,10,4,0,16.286666666666665,11.259,112.59,10,4.0,11.65,64,2,0,4,3.862832761237374
189,4,17,1,17,4,0,20.32,11.261538461538462,146.4,13,1.0,10.16,48,3,0,2,3.0596455992976437
189,0,7,3,7,2,0,14.133333333333333,10.055,120.66,12,6.0,3.63,154,1,6,8,2.7421295147550726
29,4,2,2,2,2,0,7.41,6.029333333333333,90.44,15,3.0,0.38666666666666666,0,6,6,4,0.7701082216960737
10,0,13,2,13,3,0,6.7,8.568823529411766,145.67000000000002,17,7.0,0.9966666666666667,135,5,4,6,1.3837912309017721
209,2,12,1,12,1,0,10.66,8.867333333333333,133.01,15,1.0,5.33,176,3,5,2,2.4561641809223462
124,4,4,2,4,5,1,20.015,13.68,123.12,9,6.0,9.43,136,1,2,7,3.377246160839642
104,3,5,1,5,4,0,8.88,8.670833333333333,104.05,12,5.0,4.44,190,7,0,2,2.2905125117597764
65,3,12,1,12,0,0,1.29,7.942857142857143,55.6,7,2.0,0.645,58,0,1,2,0.8285518175661483
82,5,5,1,5,3,0,3.54,9.916666666666666,59.5,6,1.0,1.77,183,3,4,2,1.5129270120532565
28,3,22,1,22,5,1,1.21,13.363333333333335,80.18,6,3.0,0.605,153,6,2,2,0.7929925155296614
252,1,19,1,19,4,0,27.16,10.464166666666666,125.57,12,7.0,13.58,17,5,0,2,3.3379025312898416
155,3,7,2,7,4,0,13.690000000000001,7.898999999999999,78.99,10,6.0,0.14666666666666667,180,1,0,6,0.36464311358790924
239,0,13,2,13,1,0,4.635,8.915000000000001,89.15,10,1.0,0.11,46,4,5,6,0.2851789422336624
105,1,3,1,3,3,0,9.45,9.885454545454545,108.74,11,2.0,4.725,197,0,4,2,2.3466019784108196
40,3,11,1,11,3,0,23.54,6.417,64.17,10,1.0,11.77,73,4,4,2,3.2003044392827653
53,1,20,2,20,4,0,16.555,12.515,150.18,12,3.0,7.739999999999999,22,6,0,5,3.187178738124946
295,2,2,2,2,1,0,3.38,5.8525,46.82,8,7.0,1.0166666666666666,126,5,5,4,1.3987168811184476
59,0,0,1,0,6,1,3.34,8.684375,138.95,16,5.0,1.67,76,7,3,2,1.4678743481123133
183,1,3,3,3,2,0,5.513333333333333,9.571428571428571,67.0,7,5.0,0.2775,115,7,6,3,0.7466879474879753
155,0,11,2,11,1,0,4.285,8.806666666666667,79.26,9,4.0,2.5433333333333334,101,2,5,7,2.1552445050953364
127,5,2,1,2,6,1,1.02,11.180769230769231,145.35,13,7.0,0.51,33,5,3,2,0.7030975114131134
291,3,23,4,23,0,0,16.366666666666667,10.055,120.66,12,1.0,1.5859999999999999,154,4,1,1,2.189416394888408
157,0,7,3,7,6,1,15.503333333333332,8.928461538461539,116.07000000000001,13,6.0,2.0425,69,1,3,7,2.2159372862683733
208,4,21,1,21,2,0,6.33,10.326363636363636,113.59,11,2.0,3.165,30,0,6,2,1.9919755158985601
248,5,20,1,20,2,0,14.93,14.362,71.81,5,6.0,7.465,31,1,6,2,2.768204123921957
83,4,18,2,18,4,0,1.1099999999999999,2.8833333333333337,25.950000000000003,9,5.0,0.5,161,7,0,6,0.916290731874155
299,0,9,2,9,1,0,24.415,10.761111111111111,96.85,9,6.0,8.756666666666666,85,1,5,6,3.305787196857497
255,3,6,1,6,2,0,4.35,13.424999999999999,80.55,6,1.0,2.175,168,3,6,2,1.677096560907915
130,3,9,1,9,6,1,9.94,11.475999999999999,57.379999999999995,5,2.0,4.97,49,0,3,2,2.392425796993835
116,3,8,4,8,5,1,15.936666666666667,8.928461538461539,116.07000000000001,13,4.0,1.718,69,2,2,1,2.2607208888953467
39,5,16,2,16,3,0,12.745000000000001,14.256,71.28,5,2.0,4.32,18,0,4,6,2.6361960973342264
268,0,0,3,0,5,1,17.953333333333333,10.08357142857143,141.17000000000002,14,5.0,2.7125,12,7,2,1,2.47232786758114
133,3,6,3,6,4,0,22.586666666666662,12.940666666666665,194.10999999999999,15,6.0,0.99,199,1,0,7,1.601405740736836
157,1,12,1,12,0,0,0.97,10.531428571428572,73.72,7,6.0,0.485,131,1,1,2,0.6780335427498971
267,2,5,2,5,5,1,6.550000000000001,7.391666666666666,88.69999999999999,12,1.0,3.9066666666666667,120,4,2,5,2.543175557911976
246,3,21,2,21,3,0,1.28,13.901111111111112,125.11,9,4.0,0.7133333333333334,15,2,4,1,1.144222799920162
26,2,5,4,5,2,0,18.036666666666665,10.260909090909092,112.87,11,7.0,5.818,124,5,6,5,3.4041928906419536
60,3,5,2,5,5,1,7.2700000000000005,10.326363636363636,113.59,11,1.0,2.736666666666667,30,3,2,0,2.2202898502672155
285,3,7,3,7,3,0,9.086666666666668,7.7139999999999995,115.71,15,2.0,0.8925,159,0,4,3,1.5195132049061133
115,4,7,1,7,6,1,0.91,9.873333333333333,148.1,15,5.0,0.455,170,7,3,2,0.6471032420585385
20,3,13,1,13,3,0,13.72,11.398333333333333,68.39,6,7.0,6.86,32,5,4,2,2.6892071133007303
180,3,22,2,22,4,0,6.035,10.303333333333335,154.55,15,2.0,2.5066666666666664,42,0,0,4,2.1424163408412245
229,3,4,2,4,2,0,19.02,10.318333333333333,123.82000000000001,12,5.0,2.99,94,7,6,8,2.299580583973747
229,0,13,2,13,6,1,18.009999999999998,6.9510000000000005,69.51,10,2.0,10.566666666666666,111,0,3,8,3.4873750779032076
165,2,22,1,22,1,0,5.8,7.911111111111111,71.2,9,2.0,2.9,100,0,5,2,1.9169226121820608
33,2,6,2,6,3,0,20.785,8.917,89.17,10,2.0,2.42,81,0,4,4,2.1114245875328868
160,2,0,2,0,1,0,19.14,10.904666666666666,163.57,15,6.0,1.6866666666666665,16,1,5,4,1.8017098000812228
24,0,21,2,21,2,0,3.11,8.684375,138.95,16,1.0,0.96,76,4,6,8,1.355835153635182
210,4,19,1,19,4,0,8.55,17.544999999999998,105.27,6,2.0,4.275,29,0,0,2,2.256541154492639
165,3,12,4,12,5,1,18.616666666666667,11.259,112.59,10,1.0,1.434,64,4,2,3,2.1004689088719113
256,5,3,1,3,2,0,36.51,8.797142857142857,123.16,14,7.0,18.255,139,5,6,2,3.624607564093796
41,1,1,3,1,5,1,14.726666666666667,10.318333333333333,123.82000000000001,12,1.0,1.535,94,4,2,8,1.965712776351493
211,4,2,1,2,5,1,15.47,12.935,25.87,2,6.0,7.735,140,1,2,2,2.8015405441895487
190,3,18,1,18,2,0,16.0,7.586153846153847,98.62,13,4.0,8.0,14,2,6,2,2.833213344056216
236,0,8,2,8,6,1,1.465,11.667,116.67,10,1.0,0.35333333333333333,150,4,3,0,0.7227059828014897
125,0,11,3,11,6,1,4.203333333333333,11.947777777777778,107.53,9,1.0,1.05,83,3,3,8,1.6486586255873816
212,4,17,1,17,4,0,2.03,7.628333333333333,45.769999999999996,6,3.0,1.015,132,6,0,2,1.1085626195212777
172,3,14,2,14,0,0,2.865,10.922857142857143,152.92000000000002,14,7.0,1.6500000000000001,113,5,1,5,1.7833912195575383
300,2,6,2,6,4,0,2.175,9.873333333333333,148.1,15,1.0,1.1466666666666667,170,4,0,8,1.4906543764441333
87,1,17,3,17,0,0,19.16,10.761111111111111,96.85,9,3.0,2.1625,85,6,1,1,2.2669579153508943
75,1,14,2,14,5,1,11.55,10.745000000000001,150.43,14,6.0,3.236666666666667,174,1,2,5,2.3711778844596574
207,3,4,1,4,0,0,4.16,12.285,171.99,14,1.0,2.08,171,4,1,2,1.6409365794934714
78,2,15,2,15,2,0,22.22,15.09375,120.75,8,6.0,2.396666666666667,11,1,6,1,2.102913897864978
34,3,9,1,9,2,0,0.38,11.501666666666665,69.00999999999999,6,3.0,0.19,27,6,6,2,0.3220834991691132
44,5,6,2,6,2,0,3.435,6.578947368421052,125.0,19,2.0,0.9433333333333334,166,0,6,8,1.3428648031925545
83,0,21,3,21,4,0,6.14,7.475999999999999,74.75999999999999,10,7.0,0.765,186,5,0,5,1.4011829736136414
165,4,0,1,0,6,1,6.28,8.822307692307692,114.69,13,6.0,3.14,8,1,3,2,1.9851308622085946
248,2,7,1,7,6,1,2.33,15.506363636363636,170.57,11,3.0,1.165,23,6,3,2,1.2029723039923523
165,4,2,1,2,5,1,7.0,11.20142857142857,78.41,7,4.0,3.5,102,2,2,2,2.0794415416798357
78,2,9,2,9,6,1,7.58,9.885454545454545,108.74,11,5.0,1.9033333333333333,197,7,3,0,1.9035989509835902
253,1,19,1,19,0,0,5.36,5.92875,47.43,8,5.0,2.68,157,7,1,2,1.8500283773520307
292,0,3,2,3,4,0,0.985,11.180769230769231,145.35,13,7.0,0.31666666666666665,33,5,0,6,0.6678293725756554
129,3,6,3,6,0,0,7.793333333333333,11.180769230769231,145.35,13,5.0,5.3525,33,7,1,6,3.1095072878128356
295,2,16,3,16,2,0,8.813333333333333,8.568823529411766,145.67000000000002,17,4.0,3.26,135,2,6,6,2.641910398597665
280,1,8,2,8,3,0,5.855,7.911111111111111,71.2,9,3.0,1.97,100,6,4,0,1.9329696377795784
133,0,23,2,23,4,0,3.425,10.6175,169.88,16,1.0,1.4966666666666668,189,4,0,8,1.7029282555214391
116,4,10,1,10,0,0,3.14,11.928571428571429,83.5,7,6.0,1.57,95,1,1,2,1.420695787837223
118,2,6,2,6,4,0,6.595,8.904444444444444,80.14,9,2.0,1.6166666666666665,78,0,0,8,1.766441661243765
